"","IGSN","dosimeter","irradiation","p-value"
"/home/pvermees/Documents/cherrypicking/geochron.org/10793.xlsx","EVA000024","IRMM541","UC04z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10794.xlsx","EVA000028","IRMM541","TU11z","92.7"
"/home/pvermees/Documents/cherrypicking/geochron.org/10795.xlsx","EVA000029","IRMM541","TU11z","96.3"
"/home/pvermees/Documents/cherrypicking/geochron.org/10796.xlsx","EVA00002A","IRMM541","TU11z","63.6"
"/home/pvermees/Documents/cherrypicking/geochron.org/10797.xlsx","EVA00002B","IRMM541","TU11z","36.4"
"/home/pvermees/Documents/cherrypicking/geochron.org/10798.xlsx","EVA00002C","IRMM541","TU11z","59.8"
"/home/pvermees/Documents/cherrypicking/geochron.org/10799.xlsx","EVA00002D","IRMM541","TU11z","30.4"
"/home/pvermees/Documents/cherrypicking/geochron.org/10800.xlsx","EVA00002E","IRMM541","TU11z","57.5"
"/home/pvermees/Documents/cherrypicking/geochron.org/10801.xlsx","EVA00002F","IRMM541","TU11z","42.7"
"/home/pvermees/Documents/cherrypicking/geochron.org/10802.xlsx","EVA00002G","IRMM541","TU11z","30.3"
"/home/pvermees/Documents/cherrypicking/geochron.org/10803.xlsx","EVA00002I","IRMM541","TU11z","38.4"
"/home/pvermees/Documents/cherrypicking/geochron.org/10804.xlsx","EVA00002J","IRMM541","TU11z","37.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/10805.xlsx","EVA00002K","IRMM541","TU11z","34.4"
"/home/pvermees/Documents/cherrypicking/geochron.org/10806.xlsx","EVA00002L","IRMM541","TU11z","81.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/10807.xlsx","EVA00002M","IRMM541","TU11z","48.0"
"/home/pvermees/Documents/cherrypicking/geochron.org/10808.xlsx","EVA00002N","IRMM541","TU11z","61.7"
"/home/pvermees/Documents/cherrypicking/geochron.org/10809.xlsx","EVA00002O","IRMM541","TU11z","76.7"
"/home/pvermees/Documents/cherrypicking/geochron.org/10810.xlsx","EVA00002P","IRMM541","TU11z","96.4"
"/home/pvermees/Documents/cherrypicking/geochron.org/10811.xlsx","EVA00002Q","IRMM541","TU11z","23.9"
"/home/pvermees/Documents/cherrypicking/geochron.org/10812.xlsx","EVA00002R","IRMM541","TU11z","84.2"
"/home/pvermees/Documents/cherrypicking/geochron.org/10813.xlsx","EVA00002S","IRMM541","TU11z","5.8"
"/home/pvermees/Documents/cherrypicking/geochron.org/10814.xlsx","EVA00002T","IRMM541","TU11z","25.8"
"/home/pvermees/Documents/cherrypicking/geochron.org/10815.xlsx","EVA00002U","IRMM541","TU11z","83.0"
"/home/pvermees/Documents/cherrypicking/geochron.org/10816.xlsx","EVA00002V","IRMM541","TU11z","59.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/10817.xlsx","EVA00002W","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10818.xlsx","EVA00002X","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10819.xlsx","EVA00002Y","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10820.xlsx","EVA00002Z","IRMM541","UC2z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10821.xlsx","EVA000030","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10822.xlsx","EVA000031","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10823.xlsx","EVA000032","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10824.xlsx","EVA000033","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10825.xlsx","EVA000034","IRMM541","UC2z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10826.xlsx","EVA000035","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10827.xlsx","EVA000036","IRMM541","UC2z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10828.xlsx","EVA000037","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10829.xlsx","EVA000038","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10830.xlsx","EVA000039","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10831.xlsx","EVA00003A","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10832.xlsx","EVA00003B","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10833.xlsx","EVA00003C","IRMM541","UC2z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10834.xlsx","EVA00003D","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10835.xlsx","EVA00003E","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10836.xlsx","EVA00003F","IRMM541","TU11z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10837.xlsx","EVA00003G","IRMM541","UC2z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10838.xlsx","EVA00003H","IRMM540","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10839.xlsx","EVA00003I","IRMM540","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10840.xlsx","EVA00003J","IRMM540","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10841.xlsx","EVA00003K","IRMM540","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10842.xlsx","EVA00003L","IRMM540","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10843.xlsx","EVA00003M","IRMM540","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10844.xlsx","EVA00003N","IRMM540","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10845.xlsx","EVA00003O","IRMM540","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10846.xlsx","EVA00003P","IRMM540","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10847.xlsx","EVA00003Q","IRMM540","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10848.xlsx","EVA00003R","IRMM540","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10849.xlsx","EVA00003S","IRMM540","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10850.xlsx","EVA00003T","IRMM540","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10851.xlsx","EVA00003U","IRMM540","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/10852.xlsx","EVA00003V","IRMM540","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/13860.xlsx","IESZH000S","CN5",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/13861.xlsx","IESZH000T","CN5",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/13862.xlsx","IESZH000U","CN5",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/13863.xlsx","IESZH000V","CN5",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/13864.xlsx","IESZH000W","CN5",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/13865.xlsx","IESZH000X","CN5",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/13866.xlsx","IESZH000Y","CN5",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/13867.xlsx","IESZH000Z","CN5",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/13868.xlsx","IESZH0010","CN5",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14011.xlsx","IEGTK0001","CN5","G1299","28.5"
"/home/pvermees/Documents/cherrypicking/geochron.org/14012.xlsx","IEGTK0002","CN5","G1299","97.9"
"/home/pvermees/Documents/cherrypicking/geochron.org/14013.xlsx","IEGTK0003","CN5","G1299","1.4"
"/home/pvermees/Documents/cherrypicking/geochron.org/14014.xlsx","IEGTK0004","CN5","G1299","37.8"
"/home/pvermees/Documents/cherrypicking/geochron.org/14015.xlsx","IEGTK0006","CN5","G1299","75.9"
"/home/pvermees/Documents/cherrypicking/geochron.org/14016.xlsx","IEGTK0007","CN5","G1299","50.6"
"/home/pvermees/Documents/cherrypicking/geochron.org/14017.xlsx","IEGTK0009","CN5","G1299","0"
"/home/pvermees/Documents/cherrypicking/geochron.org/14018.xlsx","IEGTK000A","CN5","G1299","0.2"
"/home/pvermees/Documents/cherrypicking/geochron.org/14019.xlsx","IEGTK000B","CN5","G1299","63"
"/home/pvermees/Documents/cherrypicking/geochron.org/14020.xlsx","IEGTK000C","CN5","G1299","43.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/14021.xlsx","IEGTK000D","CN5","G1299","63.4"
"/home/pvermees/Documents/cherrypicking/geochron.org/14022.xlsx","IEGTK000E","CN5","G1299","37.7"
"/home/pvermees/Documents/cherrypicking/geochron.org/14023.xlsx","IEGTK000F","CN5","G1299","67.7"
"/home/pvermees/Documents/cherrypicking/geochron.org/14024.xlsx","IEGTK000H","CN5","G1301","36.6"
"/home/pvermees/Documents/cherrypicking/geochron.org/14025.xlsx","IEGTK000I","CN5","G1301","0.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/14026.xlsx","IEGTK000J","CN5","G1301","0"
"/home/pvermees/Documents/cherrypicking/geochron.org/14027.xlsx","IEGTK000L","CN5","G1301","1.9"
"/home/pvermees/Documents/cherrypicking/geochron.org/14028.xlsx","IEGTK000O","CN5","G1306","80.2"
"/home/pvermees/Documents/cherrypicking/geochron.org/14029.xlsx","IEGTK000P","CN5","G1306","6.4"
"/home/pvermees/Documents/cherrypicking/geochron.org/14030.xlsx","IEGTK000Q","CN5","G1306","0"
"/home/pvermees/Documents/cherrypicking/geochron.org/14031.xlsx","IEGTK000S","CN5","G1306","53.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/14032.xlsx","IEGTK000T","CN5","G1306","60.2"
"/home/pvermees/Documents/cherrypicking/geochron.org/14033.xlsx","IEGTK000U","CN5","G1306","0.9"
"/home/pvermees/Documents/cherrypicking/geochron.org/14034.xlsx","IEGTK000X","CN5","G1306","92.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/14035.xlsx","IEGTK000Y","SRM612","G108","65.3"
"/home/pvermees/Documents/cherrypicking/geochron.org/14036.xlsx","IEGTK000Z","SRM612","G108","6.8"
"/home/pvermees/Documents/cherrypicking/geochron.org/14037.xlsx","IEGTK0010","SRM612","G108","13.3"
"/home/pvermees/Documents/cherrypicking/geochron.org/14074.xlsx","IEFCR13-17",NA,NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14075.xlsx","IEFCR13-15",NA,NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14079.xlsx","IEFCR13-14",NA,NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14080.xlsx","IEFCR13-16",NA,NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14759.xlsx","IESZH000D","CN5","UP 147",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14760.xlsx","IESZH000E","CN5","UP 147",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14761.xlsx","IESZH000F","CN5","UP 147",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14762.xlsx","IESZH000G","CN5","UP 147",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14763.xlsx","IESZH000N","CN5","UP 147",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14764.xlsx","IESZH000M","CN5","UP 147",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14765.xlsx","IESZH000L","CN5","UP 147",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14766.xlsx","IESZH000K","CN5","UP 147",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14767.xlsx","IESZH000J","CN5","UP 147",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14768.xlsx","IESZH000I","CN5","UP 148",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14769.xlsx","IESZH000H","CN5","UP 147",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14770.xlsx","IESZH000P","CN5","UP 147",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14771.xlsx","IESZH000O","CN5","UP 147",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14772.xlsx","IESZH0004","CN5","UP 148",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14773.xlsx","IESZH0005","CN5","UP 148",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14774.xlsx","IESZH0006","CN5","UP 148",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14775.xlsx","IESZH0007","CN5","UP 149",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14776.xlsx","IESZH0008","CN5","UP 148",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14777.xlsx","IESZH0001","CN5","UP 148",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14778.xlsx","IESZH0002","CN5","UP 149",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14779.xlsx","IESZH0003","CN5","UP 148",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14780.xlsx","IESZH000B","CN5","UP 150",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14781.xlsx","IESZH000C","CN5","UP 149",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14782.xlsx","IESZH000R","CN5","UP 148",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14783.xlsx","IESZH0009","CN5","UP 148",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/14784.xlsx","IESZH000A","CN5","UP 150",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/15118.xlsx","IEPVB0001","IRMM541","IRR 12-2015",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/15119.xlsx","IEPVB0002","IRMM541",NA,"0.0"
"/home/pvermees/Documents/cherrypicking/geochron.org/15120.xlsx","IEPVB0003","IRMM541",NA,"0.0"
"/home/pvermees/Documents/cherrypicking/geochron.org/15121.xlsx","IEPVB0004","IRMM541",NA,"0.0"
"/home/pvermees/Documents/cherrypicking/geochron.org/15122.xlsx","IEPVB0005","IRMM541",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/15123.xlsx","IEPVB0006","IRMM541",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/15124.xlsx","IEPVB0007","IRMM541",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/15125.xlsx","IEPVB0008","IRMM541","IRR 13-2014",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/15126.xlsx","IEPVB0009","IRMM541","IRR 13-2014",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/15127.xlsx","IEPVB000A","IRMM541","IRR 13-2014",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/16603.xlsx","IEARK0003",NA,NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/16852.xlsx","IEZUN0002","CN6","RR-8-14-07a3","52"
"/home/pvermees/Documents/cherrypicking/geochron.org/16853.xlsx","IEZUN0002","CN6","RR-8-14-07a3","58"
"/home/pvermees/Documents/cherrypicking/geochron.org/16854.xlsx","IEZUN0002","CN6","RR-8-14-07a3","95"
"/home/pvermees/Documents/cherrypicking/geochron.org/16856.xlsx","IEZUN0002","CN6","RR-2-19-03a1","99"
"/home/pvermees/Documents/cherrypicking/geochron.org/16857.xlsx","IEZUN0002","CN6","RR-2-19-03a1","14"
"/home/pvermees/Documents/cherrypicking/geochron.org/16858.xlsx","IEZUN0002","CN6","RR-2-19-03a1","99"
"/home/pvermees/Documents/cherrypicking/geochron.org/16859.xlsx","IEZUN0003","CN6","RR-2-19-03a1","87"
"/home/pvermees/Documents/cherrypicking/geochron.org/16860.xlsx","IEZUN0002","CN6","RR-2-19-03a1","82"
"/home/pvermees/Documents/cherrypicking/geochron.org/16861.xlsx","IEZUN0002","CN6","RR-2-19-03a1","89"
"/home/pvermees/Documents/cherrypicking/geochron.org/16862.xlsx","IEZUN0004","CN6","RR-2-19-03a1","98"
"/home/pvermees/Documents/cherrypicking/geochron.org/16864.xlsx","IEZUN0002","CN6","RR-2-19-03a1","70"
"/home/pvermees/Documents/cherrypicking/geochron.org/16865.xlsx","IEZUN0006","CN6","RR-2-19-03a1","77"
"/home/pvermees/Documents/cherrypicking/geochron.org/16866.xlsx","IEZUN0006","CN6","RR-2-19-03a1","97"
"/home/pvermees/Documents/cherrypicking/geochron.org/16916.xlsx","IESNS0004",NA,NA,"47.66"
"/home/pvermees/Documents/cherrypicking/geochron.org/16917.xlsx","IESNS0002",NA,NA,"99.81"
"/home/pvermees/Documents/cherrypicking/geochron.org/16918.xlsx","IESNS0003",NA,NA,"39.11"
"/home/pvermees/Documents/cherrypicking/geochron.org/16919.xlsx","IESNS0001",NA,NA,"93.72"
"/home/pvermees/Documents/cherrypicking/geochron.org/16920.xlsx","IESNS0008",NA,NA,"92.26"
"/home/pvermees/Documents/cherrypicking/geochron.org/16921.xlsx","IESNS0009",NA,NA,"10.8"
"/home/pvermees/Documents/cherrypicking/geochron.org/16995.xlsx","IEMNX0005","IRMM541","ISTerre-3-2017","0"
"/home/pvermees/Documents/cherrypicking/geochron.org/16996.xlsx","IEMNX0004","IRMM541","ISTerre-3-2017","30"
"/home/pvermees/Documents/cherrypicking/geochron.org/16997.xlsx","IEMNX0002","IRMM541","ISTerre-3-2017","3"
"/home/pvermees/Documents/cherrypicking/geochron.org/17002.xlsx","IEMNX0003","IRMM541","ISTerre-3-2017","37"
"/home/pvermees/Documents/cherrypicking/geochron.org/17004.xlsx","IEMNX0001","IRMM540R","ISTerre-1-2017","22"
"/home/pvermees/Documents/cherrypicking/geochron.org/17005.xlsx","IEMNX0002","IRMM540R","ISTerre-1-2017","46"
"/home/pvermees/Documents/cherrypicking/geochron.org/17070.xlsx","IEATG1610","CN5","Radiation Center of Oregon State University",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17071.xlsx","IEATG1612","IRMM540","Atomic Center of Ezeiza (CNEA), Buenos Aires, Argentina",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17072.xlsx","IEATG1616","IRMM540","Atomic Center of Ezeiza (CNEA), Buenos Aires, Argentina",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17073.xlsx","IEATG1617","CN5","Radiation Center of Oregon State University",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17074.xlsx","IEATG1618","CN5","Radiation Center of Oregon State University",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17075.xlsx","IEATG1616","IRMM541","Atomic Center of Ezeiza (CNEA), Buenos Aires, Argentina",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17089.xlsx","IESAF0001","IRMM-540R","15-2013","26.4"
"/home/pvermees/Documents/cherrypicking/geochron.org/17090.xlsx","IESAF0002","IRMM-540R","14-2013","15.4"
"/home/pvermees/Documents/cherrypicking/geochron.org/17091.xlsx","IESAF0003","IRMM-540R","10-2014","29.7"
"/home/pvermees/Documents/cherrypicking/geochron.org/17092.xlsx","IESAF0004","IRMM-540R","8-2018","18.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/17093.xlsx","IESAF0005","IRMM-540R","5-2018","39.3"
"/home/pvermees/Documents/cherrypicking/geochron.org/17094.xlsx","IESAF0006","IRMM-540R","5-2018","48.8"
"/home/pvermees/Documents/cherrypicking/geochron.org/17095.xlsx","IESAF0007","IRMM-540R","5-2018","11.0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17096.xlsx","IESAF0008","IRMM-540R","5-2018","91.9"
"/home/pvermees/Documents/cherrypicking/geochron.org/17097.xlsx","IESAF0009","IRMM-540R","5-2018","28.3"
"/home/pvermees/Documents/cherrypicking/geochron.org/17098.xlsx","IESAF0010","IRMM-540R","5-2018","0.0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17099.xlsx","IESAF0011","IRMM-540R","5-2018","99.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/17100.xlsx","IESAF0012","IRMM-540R","5-2018","2.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/17101.xlsx","IESAF0013","IRMM-540R","14-2013","34.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/17102.xlsx","IESAF0014","IRMM-540R","14-2013","61.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/17103.xlsx","IESAF0015","IRMM-540R","8-2018","68.6"
"/home/pvermees/Documents/cherrypicking/geochron.org/17104.xlsx","IESAF0016","IRMM-540R","8-2018","14.8"
"/home/pvermees/Documents/cherrypicking/geochron.org/17106.xlsx","IESAF0018",NA,"1-2014","0.0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17107.xlsx","IESAF0019","CN1","9-2018","2.7"
"/home/pvermees/Documents/cherrypicking/geochron.org/17108.xlsx","IESAF0020","CN1","9-2018","36.0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17109.xlsx","IESAF0021","CN1","9-2018","10.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/17110.xlsx","IESAF0022","CN1","9-2018","2.6"
"/home/pvermees/Documents/cherrypicking/geochron.org/17111.xlsx","IESAF0023","CN1","9-2018","90.0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17112.xlsx","IESAF0024","CN1","9-2018","95.0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17113.xlsx","IESAF0025","CN1","9-2018","0.4"
"/home/pvermees/Documents/cherrypicking/geochron.org/17114.xlsx","IESAF0026","CN1","9-2018","11.4"
"/home/pvermees/Documents/cherrypicking/geochron.org/17115.xlsx","IESAF0027","CN1","9-2018","0.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/17116.xlsx","IESAF0028","CN1","9-2018","48.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/17117.xlsx","IESAF0029",NA,"1-2014","0.0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17118.xlsx","IESAF0030","CN1","1-2019","71.9"
"/home/pvermees/Documents/cherrypicking/geochron.org/17155.xlsx","IEMNX0003","IRMM540R","ISTerre-1-2017","78"
"/home/pvermees/Documents/cherrypicking/geochron.org/17156.xlsx","IEMNX0005","IRMM540R","ISTerre-1-2017","19"
"/home/pvermees/Documents/cherrypicking/geochron.org/17164.xlsx","IE0KL0001","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17165.xlsx","IE0KL0001","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17166.xlsx","IE0KL0002","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17167.xlsx","IE0KL0002","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17168.xlsx","IE0KL0003","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17169.xlsx","IE0KL0003","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17170.xlsx","IE0KL0004","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17171.xlsx","IE0KL0005","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17172.xlsx","IE0KL0005","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17173.xlsx","IE0KL0006","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17174.xlsx","IE0KL0007","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17175.xlsx","IE0KL0007","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17176.xlsx","IE0KL0008","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17177.xlsx","IE0KL0008","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17178.xlsx","IE0KL0009","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17179.xlsx","IE0KL0009","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17180.xlsx","IE0KL000A","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17181.xlsx","IE0KL000A","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17182.xlsx","IE0KL000B","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17183.xlsx","IE0KL000B","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17184.xlsx","IE0KL000C","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17185.xlsx","IE0KL000D","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17186.xlsx","IE0KL000D","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17187.xlsx","IE0KL000E","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17188.xlsx","IE0KL000F","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17189.xlsx","IE0KL000G","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17190.xlsx","IE0KL000H","IRMM541","UC02",NA
