name,U238/Pb206,s[U238/Pb206],Pb207/Pb206,s[Pb207/Pb206],rho
DLNR_124,4.451099279305117,0.05071326293935358,0.08559582619009777,0.0012449202658471282,0.294792529614052
DLNR_125,3.780759229938981,0.0437554247027024,0.09348357500826142,0.0013305551553616938,0.4861332774040524
DLNR_126,4.7937417580042165,0.058569663656283674,0.07937177261687961,0.0012940995439274254,0.152053054737381
DLNR_127,4.931018957476469,0.05330395838594279,0.07995499557947804,0.0007658143198463578,0.4368235348234112
DLNR_128,5.662908917374212,0.09064429821674673,0.07544901907129276,0.0021790548984087685,0.4184229474491775
DLNR_129,10.71926686960795,0.11122717638868433,0.05887675803583319,0.001224408421409183,0.229091412171915
DLNR_130,5.560665790081939,0.06938792432255574,0.07812164060763306,0.0012274383560918754,0.04912790995734926
DLNR_131,5.016618928235531,0.07240190219902647,0.07817981424556707,0.0008617250284212132,0.1812223948605907
DLNR_132,11.095612923896809,0.16603732651502703,0.0577020083443296,0.0005386310323526444,0.2548966955500111
DLNR_133,4.977207135452924,0.06477243680748097,0.08140008758435052,0.0012730561925000817,0.20065525838523268
DLNR_134,2.859195622744474,0.03070411723759845,0.1143214180599814,0.001319356610767351,0.13778300585317788
DLNR_135,3.558734304563665,0.035991189078410674,0.0958790012713012,0.0010612975066102734,0.433232164867731
DLNR_136,4.884841325471041,0.061897755773600294,0.08061157545520699,0.0012100807046494086,0.5258068482211191
DLNR_137,2.0475003074421654,0.023860901638380907,0.17422667507455367,0.0010640308631370296,0.1265434267422085
DLNR_138,2.3446902903500515,0.027549148474948604,0.18033079185343073,0.0016751423948518683,0.5677846255356299
DLNR_139,5.355794480320583,0.08388475698538855,0.07646051639854488,0.0007965545256314206,-0.1503784504358805
DLNR_140,8.469554500222614,0.10799815232581836,0.0648488737283659,0.0015865664605988986,0.16276078543879893
DLNR_141,4.934712401336183,0.0643547630614802,0.0797300307030323,0.001187988373490503,0.2083566861518639
DLNR_142,3.2803206051960463,0.029723291964041484,0.1009801259407019,0.000764089228285223,0.2449323572699701
DLNR_143,5.130605286407947,0.08361119062311698,0.0764251483138218,0.0020931737998500896,0.3141067889066215
DLNR_144,10.52181379997883,0.09956814460891758,0.05988593364890186,0.0012244404701133547,0.26858748621552647
DLNR_145,5.229608496238969,0.056093725595409684,0.07409669227636277,0.0009141253890944543,0.19405593774389848
DLNR_146,4.935461427097349,0.06528237159928511,0.07939847698932738,0.0012179626868333722,0.2405507840663625
DLNR_147,1.9920899530402483,0.0198752936331108,0.17450317525531178,0.0011178318781786345,0.38551685701312993
DLNR_148,5.173881847843558,0.09640420032735664,0.07651324163043377,0.003009104739599003,0.38205155937960605
DLNR_149,9.375304818187402,0.08782859789189332,0.06153795417690476,0.0007573536502750161,0.14729381890498947
DLNR_150,11.009889479255666,0.12122155007297712,0.05483317217633181,0.0015416801869790689,-0.02807418562715946
